"TOA5","draker_prospector","CR1000","38934","CR1000.Std.25","CPU:prospector.CR1","13672","panelControl"
"TIMESTAMP","RECORD","pnl_control_modem_override","pnl_control_modem_disabled","pnl_control_heater_timer","pnl_control_daytime","pnl_control_sunrise","pnl_control_sunset","pnl_control_check_ntp","PortStatus","SW12Volts","Battery"
"TS","RN","Min","","","","","","","","",""
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2012-08-30 18:05:00",28,0,0,0,-1,0,0,0,0,0,13.51311
"2012-08-30 18:06:00",29,0,0,0,-1,0,0,0,0,0,13.52404
"2012-08-30 18:07:00",30,0,0,0,-1,0,0,0,0,0,13.51857
"2012-08-30 18:08:00",31,0,0,0,-1,0,0,0,0,0,13.53498
"2012-08-30 18:09:00",32,0,0,0,-1,0,0,0,0,0,13.53498
"2012-08-30 18:10:00",33,0,0,0,-1,0,0,0,0,0,13.53498
"2012-08-30 18:11:00",34,0,0,0,-1,0,0,0,0,0,13.53498
"2012-08-30 18:12:00",35,0,0,0,-1,0,0,0,0,0,13.51857
"2012-08-30 18:13:00",36,0,0,0,-1,0,0,0,0,0,13.51857
"2012-08-30 18:14:00",37,0,0,0,-1,0,0,0,0,0,13.51857
"2012-08-30 18:15:00",38,0,0,0,-1,0,0,0,0,0,13.51857
"2012-08-30 18:16:00",39,0,0,0,-1,0,0,0,0,0,13.54044
"2012-08-30 18:17:00",40,0,0,0,-1,0,0,0,0,0,13.53498
"2012-08-30 18:18:00",41,0,0,0,-1,0,0,0,0,0,13.52951
"2012-08-30 18:19:00",42,0,0,0,-1,0,0,0,0,0,13.51857
"2012-08-30 18:20:00",43,0,0,0,-1,0,0,0,0,0,13.53498
"2012-08-30 18:21:00",44,0,0,0,-1,0,0,0,0,0,13.53498
"2012-08-30 18:22:00",45,0,0,0,-1,0,0,0,0,0,13.5131
"2012-08-30 18:23:00",46,0,0,0,-1,0,0,0,0,0,13.53498
"2012-08-30 18:24:00",47,0,0,0,-1,0,0,0,0,0,13.52404
"2012-08-30 18:25:00",48,0,0,0,-1,0,0,0,0,0,13.53498
"2012-08-30 18:26:00",49,0,0,0,-1,0,0,0,0,0,13.54044
"2012-08-30 18:27:00",50,0,0,0,-1,0,0,0,0,0,13.54044
"2012-08-30 18:28:00",51,0,0,0,-1,0,0,0,0,0,13.53498
"2012-08-30 18:29:00",52,0,0,0,-1,0,0,0,0,0,13.52951
"2012-08-30 18:30:00",53,0,0,0,-1,0,0,0,0,0,13.51857
"2012-08-30 18:31:00",54,0,0,0,-1,0,0,0,0,0,13.51857
"2012-08-30 18:32:00",55,0,0,0,-1,0,0,0,0,0,13.51857
"2012-08-30 18:33:00",56,0,0,0,-1,0,0,0,0,0,13.51857
"2012-08-30 18:34:00",57,0,0,0,-1,0,0,0,0,0,13.51857
"2012-08-30 18:35:00",58,0,0,0,-1,0,0,0,0,0,13.54044
"2012-08-30 18:36:00",59,0,0,0,-1,0,0,0,0,0,13.53498
"2012-08-30 18:37:00",60,0,0,0,-1,0,0,0,0,0,13.51857
"2012-08-30 18:38:00",61,0,0,0,-1,0,0,0,0,0,13.52404
"2012-08-30 18:39:00",62,0,0,0,-1,0,0,0,0,0,13.52404
"2012-08-30 18:40:00",63,0,0,0,-1,0,0,0,0,0,13.53498
"2012-08-30 18:41:00",64,0,0,0,-1,0,0,0,0,0,13.52404
"2012-08-30 18:42:00",65,0,0,0,-1,0,0,0,0,0,13.51857
"2012-08-30 18:43:00",66,0,0,0,-1,0,0,0,0,0,13.51811
"2012-08-30 18:44:00",67,0,0,0,-1,0,0,0,0,0,13.52322
"2012-08-30 18:45:00",68,0,0,0,-1,0,0,0,0,0,13.52322
"2012-08-30 18:46:00",69,0,0,0,-1,0,0,0,0,0,13.51199
"2012-08-30 18:47:00",70,0,0,0,-1,0,0,0,0,0,13.52315
"2012-08-30 18:48:00",71,0,0,0,-1,0,0,0,0,0,13.53426
"2012-08-30 18:49:00",72,0,0,0,-1,0,0,0,0,0,13.52347
"2012-08-30 18:50:00",73,0,0,0,-1,0,0,0,0,0,13.53953
"2012-08-30 18:51:00",74,0,0,0,-1,0,0,0,0,0,13.53953
"2012-08-30 18:52:00",75,0,0,0,-1,0,0,0,0,0,13.52285
"2012-08-30 18:53:00",76,0,0,0,-1,0,0,0,0,0,13.52264
"2012-08-30 18:54:00",77,0,0,0,-1,0,0,0,0,0,13.51699
"2012-08-30 18:55:00",78,0,0,0,-1,0,0,0,0,0,13.51685
"2012-08-30 18:56:00",79,0,0,0,-1,0,0,0,0,0,13.52768
"2012-08-30 18:57:00",80,0,0,0,-1,0,0,0,0,0,13.52768
"2012-08-30 18:58:00",81,0,0,0,-1,0,0,0,0,0,13.53853
"2012-08-30 18:59:00",82,0,0,0,-1,0,0,0,0,0,13.51111
"2012-08-30 19:00:00",83,0,0,0,-1,0,0,0,0,0,13.52199
"2012-08-30 19:01:00",84,0,0,0,-1,0,0,0,0,0,13.51648
"2012-08-30 19:02:00",85,0,0,0,-1,0,0,0,0,0,13.53285
"2012-08-30 19:03:00",86,0,0,0,-1,0,0,0,0,0,13.53285
"2012-08-30 19:04:00",87,0,0,0,-1,0,0,0,0,0,13.51641
"2012-08-30 19:05:00",88,0,0,0,-1,0,0,0,0,0,13.52732
"2012-08-30 19:06:00",89,0,0,0,-1,0,0,0,0,0,13.52184
"2012-08-30 19:07:00",90,0,0,0,-1,0,0,0,0,0,13.52182
"2012-08-30 19:08:00",91,0,0,0,-1,0,0,0,0,0,13.53275
"2012-08-30 19:09:00",92,0,0,0,-1,0,0,0,0,0,13.53275
"2012-08-30 19:10:00",93,0,0,0,-1,0,0,0,0,0,13.5218
"2012-08-30 19:11:00",94,0,0,0,-1,0,0,0,0,0,13.51633
"2012-08-30 19:12:00",95,0,0,0,-1,0,0,0,0,0,13.53819
"2012-08-30 19:13:00",96,0,0,0,-1,0,0,0,0,0,13.51085
"2012-08-30 19:14:00",97,0,0,0,-1,0,0,0,0,0,13.53818
"2012-08-30 19:15:00",98,0,0,0,-1,0,0,0,0,0,13.53818
"2012-08-30 19:16:00",99,0,0,0,-1,0,0,0,0,0,13.53271
"2012-08-30 19:17:00",100,0,0,0,-1,0,0,0,0,0,13.52177
"2012-08-30 19:18:00",101,0,0,0,-1,0,0,0,0,0,13.5163
"2012-08-30 19:19:00",102,0,0,0,-1,0,0,0,0,0,13.52177
"2012-08-30 19:20:00",103,0,0,0,-1,0,0,0,0,0,13.5163
"2012-08-30 19:21:00",104,0,0,0,-1,0,0,0,0,0,13.5163
"2012-08-30 19:22:00",105,0,0,0,-1,0,0,0,0,0,13.5163
"2012-08-30 19:23:00",106,0,0,0,-1,0,0,0,0,0,13.52724
"2012-08-30 19:24:00",107,0,0,0,-1,0,0,0,0,0,13.5327
"2012-08-30 19:25:00",108,0,0,0,-1,0,0,0,0,0,13.5163
"2012-08-30 19:26:00",109,0,0,0,-1,0,0,0,0,0,13.5163
"2012-08-30 19:27:00",110,0,0,0,-1,0,0,0,0,0,13.5163
"2012-08-30 19:28:00",111,0,0,0,-1,0,0,0,0,0,13.52177
"2012-08-30 19:29:00",112,0,0,0,-1,0,0,0,0,0,13.5327
"2012-08-30 19:30:00",113,0,0,0,-1,0,0,0,0,0,13.53817
"2012-08-30 19:31:00",114,0,0,0,-1,0,0,0,0,0,13.5163
"2012-08-30 19:32:00",115,0,0,0,-1,0,0,0,0,0,13.52724
"2012-08-30 19:33:00",116,0,0,0,-1,0,0,0,0,0,13.52724
"2012-08-30 19:34:00",117,0,0,0,-1,0,0,0,0,0,13.52177
"2012-08-30 19:35:00",118,0,0,0,-1,0,0,0,0,0,13.53817
"2012-08-30 19:36:00",119,0,0,0,-1,0,0,0,0,0,13.47803
"2012-08-30 19:37:00",120,0,0,0,-1,0,0,0,0,0,13.47803
"2012-08-30 19:38:00",121,0,0,0,-1,0,0,0,0,0,13.4999
"2012-08-30 19:39:00",122,0,0,0,-1,0,0,0,0,0,13.4999
"2012-08-30 19:40:00",123,0,0,0,-1,0,0,0,0,0,13.48349
"2012-08-30 19:41:00",124,0,0,0,-1,0,0,0,0,0,13.47803
"2012-08-30 19:42:00",125,0,0,0,-1,0,0,0,0,0,13.47803
"2012-08-30 19:43:00",126,0,0,0,-1,0,0,0,0,0,13.4999
"2012-08-30 19:44:00",127,0,0,0,-1,0,0,0,0,0,13.47803
"2012-08-30 19:45:00",128,0,0,0,-1,0,0,0,0,0,13.47803
"2012-08-30 19:46:00",129,0,0,0,-1,0,0,0,0,0,13.48896
"2012-08-30 19:47:00",130,0,0,0,-1,0,0,0,0,0,13.4999
"2012-08-30 19:48:00",131,0,0,0,-1,0,0,0,0,0,13.49443
"2012-08-30 19:49:00",132,0,0,0,-1,0,0,0,0,0,13.48304
"2012-08-30 19:50:00",133,0,0,0,-1,0,0,0,0,0,13.47766
