"TOA5","standard-solar_sandy-springs","CR800","17512","CR800.Std.24","CPU:standard-solar_sandy-spring.CR8","58513","fifteenMin"
"TIMESTAMP","RECORD","draker_base_ver","draker_panel_sn","draker_pnl_status_ver","pnl_logger_voltage_Avg","pnl_logger_voltage_Min","pnl_logger_temp_Avg","pnl_logger_fault","draker_amb_ver","amb_temp_Avg","amb_humidity_Avg","amb_dew_point_Avg","draker_wind_ver","wind_speed_Avg","wind_speed_Max","wind_direction_Avg","draker_srs_ver","srs_irrad_Avg(1)","srs_irrad_Avg(2)","srs_irrad_Avg(3)","srs_irrad_Avg(4)","srs_irrad_Avg(5)","srs_irrad_dif_Avg(1)","srs_irrad_dif_Avg(2)","srs_irrad_dif_Avg(3)","srs_irrad_dif_Avg(4)","srs_irrad_dif_Avg(5)","srs_temp_Avg(1)","srs_temp_Avg(2)","srs_temp_Avg(3)","srs_temp_Avg(4)","srs_temp_Avg(5)","srs_irrad_adj_Avg(1)","srs_irrad_adj_Avg(2)","srs_irrad_adj_Avg(3)","srs_irrad_adj_Avg(4)","srs_irrad_adj_Avg(5)","draker_cts_ver","cts_temp_Avg(1)","cts_temp_Avg(2)","cts_temp_Avg(3)","draker_shark_100_ver","mtr_comm_code","mtr_ac_voltage_an_Avg","mtr_ac_voltage_bn_Avg","mtr_ac_voltage_cn_Avg","mtr_ac_voltage_ab_Avg","mtr_ac_voltage_bc_Avg","mtr_ac_voltage_ca_Avg","mtr_ac_current_a_Avg","mtr_ac_current_b_Avg","mtr_ac_current_c_Avg","mtr_ac_current_n_Avg","mtr_ac_power_Avg","mtr_ac_power_rcvd_Avg","mtr_ac_power_delv_Avg","mtr_ac_va_Avg","mtr_ac_vars_Avg","mtr_ac_pf_Avg","mtr_ac_freq_Avg","mtr_ac_energy_rcvd","mtr_ac_energy_delv","mtr_ac_energy_net","mtr_ac_energy_total","mtr_ac_va_hrs_total","mtr_ac_var_hrs_pos","mtr_ac_var_hrs_neg","mtr_ac_var_hrs_net","mtr_ac_var_hrs_total","mtr_ac_voltage_ab_angle","mtr_ac_voltage_bc_angle","mtr_ac_voltage_ca_angle","mtr_ac_current_a_angle","mtr_ac_current_b_angle","mtr_ac_current_c_angle","mtr_fault_01","mtr_sn","mtr_fw_ver","mtr_map_ver","mtr_config","mtr_ac_config","mtr_ac_ct_ratio","mtr_ac_pt_ratio","draker_ae_solaron_ver","inv_comm_code","inv_dc_voltage_Avg","inv_dc_voltage_input_Avg","inv_dc_current_Avg","inv_dc_current_gnd_Avg","inv_ac_voltage_common_mode_Avg","inv_ac_current_Avg","inv_ac_power_Avg","inv_ac_vars_Avg","inv_ac_freq_Avg","inv_ac_energy","inv_ac_energy_today","inv_run_state","inv_status_01","inv_status_02","inv_status_03","inv_status_04","inv_fault_01","inv_fault_02","inv_fault_03","inv_temp_01_Avg","inv_temp_02_Avg","inv_temp_03_Avg","inv_temp_04_Avg","inv_sn","inv_fw_ver","inv_model","draker_solarbos_scb_ver","scb_comm_code(1)","scb_comm_code(2)","scb_comm_code(3)","scb_comm_code(4)","scb_comm_code(5)","scb_comm_code(6)","scb_comm_code(7)","scb_comm_code(8)","scb_comm_code(9)","scb_comm_code(10)","scb_dc_current_01_Avg(1)","scb_dc_current_01_Avg(2)","scb_dc_current_01_Avg(3)","scb_dc_current_01_Avg(4)","scb_dc_current_01_Avg(5)","scb_dc_current_01_Avg(6)","scb_dc_current_01_Avg(7)","scb_dc_current_01_Avg(8)","scb_dc_current_01_Avg(9)","scb_dc_current_01_Avg(10)","scb_dc_current_02_Avg(1)","scb_dc_current_02_Avg(2)","scb_dc_current_02_Avg(3)","scb_dc_current_02_Avg(4)","scb_dc_current_02_Avg(5)","scb_dc_current_02_Avg(6)","scb_dc_current_02_Avg(7)","scb_dc_current_02_Avg(8)","scb_dc_current_02_Avg(9)","scb_dc_current_02_Avg(10)","scb_dc_current_03_Avg(1)","scb_dc_current_03_Avg(2)","scb_dc_current_03_Avg(3)","scb_dc_current_03_Avg(4)","scb_dc_current_03_Avg(5)","scb_dc_current_03_Avg(6)","scb_dc_current_03_Avg(7)","scb_dc_current_03_Avg(8)","scb_dc_current_03_Avg(9)","scb_dc_current_03_Avg(10)","scb_dc_current_04_Avg(1)","scb_dc_current_04_Avg(2)","scb_dc_current_04_Avg(3)","scb_dc_current_04_Avg(4)","scb_dc_current_04_Avg(5)","scb_dc_current_04_Avg(6)","scb_dc_current_04_Avg(7)","scb_dc_current_04_Avg(8)","scb_dc_current_04_Avg(9)","scb_dc_current_04_Avg(10)","scb_dc_current_05_Avg(1)","scb_dc_current_05_Avg(2)","scb_dc_current_05_Avg(3)","scb_dc_current_05_Avg(4)","scb_dc_current_05_Avg(5)","scb_dc_current_05_Avg(6)","scb_dc_current_05_Avg(7)","scb_dc_current_05_Avg(8)","scb_dc_current_05_Avg(9)","scb_dc_current_05_Avg(10)","scb_dc_current_06_Avg(1)","scb_dc_current_06_Avg(2)","scb_dc_current_06_Avg(3)","scb_dc_current_06_Avg(4)","scb_dc_current_06_Avg(5)","scb_dc_current_06_Avg(6)","scb_dc_current_06_Avg(7)","scb_dc_current_06_Avg(8)","scb_dc_current_06_Avg(9)","scb_dc_current_06_Avg(10)","scb_dc_current_07_Avg(1)","scb_dc_current_07_Avg(2)","scb_dc_current_07_Avg(3)","scb_dc_current_07_Avg(4)","scb_dc_current_07_Avg(5)","scb_dc_current_07_Avg(6)","scb_dc_current_07_Avg(7)","scb_dc_current_07_Avg(8)","scb_dc_current_07_Avg(9)","scb_dc_current_07_Avg(10)","scb_dc_current_08_Avg(1)","scb_dc_current_08_Avg(2)","scb_dc_current_08_Avg(3)","scb_dc_current_08_Avg(4)","scb_dc_current_08_Avg(5)","scb_dc_current_08_Avg(6)","scb_dc_current_08_Avg(7)","scb_dc_current_08_Avg(8)","scb_dc_current_08_Avg(9)","scb_dc_current_08_Avg(10)","scb_dc_current_09_Avg(1)","scb_dc_current_09_Avg(2)","scb_dc_current_09_Avg(3)","scb_dc_current_09_Avg(4)","scb_dc_current_09_Avg(5)","scb_dc_current_09_Avg(6)","scb_dc_current_09_Avg(7)","scb_dc_current_09_Avg(8)","scb_dc_current_09_Avg(9)","scb_dc_current_09_Avg(10)","scb_dc_current_10_Avg(1)","scb_dc_current_10_Avg(2)","scb_dc_current_10_Avg(3)","scb_dc_current_10_Avg(4)","scb_dc_current_10_Avg(5)","scb_dc_current_10_Avg(6)","scb_dc_current_10_Avg(7)","scb_dc_current_10_Avg(8)","scb_dc_current_10_Avg(9)","scb_dc_current_10_Avg(10)","scb_dc_current_11_Avg(1)","scb_dc_current_11_Avg(2)","scb_dc_current_11_Avg(3)","scb_dc_current_11_Avg(4)","scb_dc_current_11_Avg(5)","scb_dc_current_11_Avg(6)","scb_dc_current_11_Avg(7)","scb_dc_current_11_Avg(8)","scb_dc_current_11_Avg(9)","scb_dc_current_11_Avg(10)","scb_dc_current_12_Avg(1)","scb_dc_current_12_Avg(2)","scb_dc_current_12_Avg(3)","scb_dc_current_12_Avg(4)","scb_dc_current_12_Avg(5)","scb_dc_current_12_Avg(6)","scb_dc_current_12_Avg(7)","scb_dc_current_12_Avg(8)","scb_dc_current_12_Avg(9)","scb_dc_current_12_Avg(10)","scb_dc_current_13_Avg(1)","scb_dc_current_13_Avg(2)","scb_dc_current_13_Avg(3)","scb_dc_current_13_Avg(4)","scb_dc_current_13_Avg(5)","scb_dc_current_13_Avg(6)","scb_dc_current_13_Avg(7)","scb_dc_current_13_Avg(8)","scb_dc_current_13_Avg(9)","scb_dc_current_13_Avg(10)","scb_dc_current_14_Avg(1)","scb_dc_current_14_Avg(2)","scb_dc_current_14_Avg(3)","scb_dc_current_14_Avg(4)","scb_dc_current_14_Avg(5)","scb_dc_current_14_Avg(6)","scb_dc_current_14_Avg(7)","scb_dc_current_14_Avg(8)","scb_dc_current_14_Avg(9)","scb_dc_current_14_Avg(10)","scb_dc_current_15_Avg(1)","scb_dc_current_15_Avg(2)","scb_dc_current_15_Avg(3)","scb_dc_current_15_Avg(4)","scb_dc_current_15_Avg(5)","scb_dc_current_15_Avg(6)","scb_dc_current_15_Avg(7)","scb_dc_current_15_Avg(8)","scb_dc_current_15_Avg(9)","scb_dc_current_15_Avg(10)","scb_dc_current_16_Avg(1)","scb_dc_current_16_Avg(2)","scb_dc_current_16_Avg(3)","scb_dc_current_16_Avg(4)","scb_dc_current_16_Avg(5)","scb_dc_current_16_Avg(6)","scb_dc_current_16_Avg(7)","scb_dc_current_16_Avg(8)","scb_dc_current_16_Avg(9)","scb_dc_current_16_Avg(10)","scb_status(1)","scb_status(2)","scb_status(3)","scb_status(4)","scb_status(5)","scb_status(6)","scb_status(7)","scb_status(8)","scb_status(9)","scb_status(10)","scb_fault_01(1)","scb_fault_01(2)","scb_fault_01(3)","scb_fault_01(4)","scb_fault_01(5)","scb_fault_01(6)","scb_fault_01(7)","scb_fault_01(8)","scb_fault_01(9)","scb_fault_01(10)","scb_fault_02(1)","scb_fault_02(2)","scb_fault_02(3)","scb_fault_02(4)","scb_fault_02(5)","scb_fault_02(6)","scb_fault_02(7)","scb_fault_02(8)","scb_fault_02(9)","scb_fault_02(10)","scb_temp_Avg(1)","scb_temp_Avg(2)","scb_temp_Avg(3)","scb_temp_Avg(4)","scb_temp_Avg(5)","scb_temp_Avg(6)","scb_temp_Avg(7)","scb_temp_Avg(8)","scb_temp_Avg(9)","scb_temp_Avg(10)"
"TS","RN","","","","Volts","Volts","Deg C","","","Deg C","%","Deg C","","m/s","m/s","m/s","","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","Deg C","Deg C","Deg C","Deg C","Deg C","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","","Deg C","Deg C","Deg C","","","Volts","Volts","Volts","Volts","Volts","Volts","Amps","Amps","Amps","Amps","Watts","Watts","Watts","VAs","VARs","","Hz","kWh","kWh","kWh","kWh","kVAh","kVARh","kVARh","kVARh","kVARh","Deg","Deg","Deg","Deg","Deg","Deg","","","","","","","","","","","Volts","Volts","Amps","Amps","Volts","Amps","kW","","Hz","kWh","kWh","","","","","","","","","Deg C","Deg C","Deg C","Deg C","","","","","","","","","","","","","","","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","Amps","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Deg C","Deg C","Deg C","Deg C","Deg C","Deg C","Deg C","Deg C","Deg C","Deg C"
"","","Smp","Smp","Smp","Avg","Min","Avg","Smp","Smp","Avg","Avg","Avg","Smp","Avg","Max","WVc","Smp","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Smp","Avg","Avg","Avg","Smp","Smp","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Avg","Avg","Avg","Avg","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg"
"2012-11-25 13:30:00",4579,"4.02.00","08000191","4.02.01",13.19056,13.18973,3.45551,0,"4.02.00",0.7515491,"NAN","NAN","4.02.00",1.462111,2.447,0,"4.02.01",58.12544,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","4.02.01",1.31405,"NAN","NAN","4.02.00",0,274,268.9561,281.279,470.8057,476.963,480.623,32.86598,32.3065,31.44854,2.086324,25849.09,0,25849.09,26613.93,6252.952,0.9689537,59.89742,39015,-16998,22017,56014,56982,4366,-5478,-1112,9844,120,120,120,-14.9,-11.2,-12.8,0,"0066237529","0051","19","calib:60hz,scale:kilo,decimal:0,dir:load,pf:none","3wye","800:5","120:120","4.02.01",0,841.7067,842.6667,30.76,0.8299999,20.13467,31.44533,25.528,-0.01733333,59.98973,84166.5,18.15,1289,0,0,0,0,0,0,0,11.08933,16.23733,5.659999,13.732,"839935","AR","3159500-0000 AR","4.02.00 rc1",5542,0,0,0,0,0,0,1,0,0,"NAN",0.2490667,-14.04293,0.07999999,0.2559333,-0.3047333,0.007599999,0.01666667,0.01353333,-0.6548666,"NAN",0.1188667,0.05773333,0.1434,-0.5587999,-0.1477333,-0.4094667,-0.3188889,-0.6170666,-0.3422,"NAN",0.07079999,0.08106666,0.07466666,0.0568,-0.434,-0.4646666,-0.4461111,-0.526,-0.653,"NAN",0.08639999,0.2076667,0.04506666,-0.008733333,-0.4125333,-0.05266666,-0.3705555,-0.3966666,-0.7174,"NAN",0.05266666,0.04446666,0.03673333,0.09413332,-0.5382,-0.5628666,-0.5072222,-0.4977333,-0.371,"NAN",0.1887333,0.022,0.06173333,0.0126,-0.2754667,-0.3078666,-0.06111111,-0.2383333,-0.03373333,"NAN",0.04666666,0.05813333,0.04866666,0.0818,-0.5085333,-0.5794,-0.6966667,-0.5659333,-0.4100667,"NAN",0.1378,0.04806666,0.108,0.01126667,-0.2466,-0.1893333,-0.1588889,-0.266,-0.6658667,"NAN",0.04939999,0.06606666,0.03333333,0.1601333,-0.5244666,-0.6985999,-0.6444444,-0.578,-0.3848,"NAN",0.0918,0.0272,0.09346666,0.06326666,-0.168,-0.13,-0.2577778,-0.3006667,-0.021,"NAN",0.0274,0.06473333,0.035,0.06966666,-0.5208666,-0.5466,-0.4883333,-0.5785999,-0.3694,"NAN",0.1607333,0.0062,0.0492,0.04413333,-0.3188666,-0.2773333,-0.1433333,-0.4776666,-0.5699333,"NAN",0.03906666,0.07073333,0.08326666,0.07846666,-0.4413999,-0.706,-0.4494444,-0.4856666,-0.4733333,"NAN",-0.006,0.0114,-0.1337333,0.0684,0,0.0312,0,-0.2016,-0.2010667,"NAN",0.05533333,0.01313333,0.07693332,0.1174667,-0.1049333,-0.7242,-0.4855555,-0.4563999,-0.4896666,"NAN",0.01526667,0.1236,0.1328,0.1116667,-0.3829333,-1.041667,0.02222222,-0.3424,-0.0003333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NAN",-186.9933,-187.3333,-188.24,-187.7533,-188.4667,-187.7,-187,-187.9667,-187.8
"2012-11-25 13:45:00",4580,"4.02.00","08000191","4.02.01",13.18446,13.17735,3.812261,0,"4.02.00",1.056895,"NAN","NAN","4.02.00",1.848778,3.380333,0,"4.02.01",72.29229,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","4.02.01",2.20115,"NAN","NAN","4.02.00",0,273.4133,270.0076,280.9827,471.7181,476.9853,481.256,41.54408,41.18629,40.23388,2.253693,33010.84,0,33010.84,33742.71,6971.319,0.976939,59.97158,39024,-16998,22025,56022,56990,4368,-5478,-1110,9846,120,120,120,-14.8,-15.8,-9.900001,0,"0066237529","0051","19","calib:60hz,scale:kilo,decimal:0,dir:load,pf:none","3wye","800:5","120:120","4.02.01",0,848.1334,849.28,39.936,0.8297333,19.996,40.97866,33.444,-0.005333333,59.99426,84174.86,26.51,1289,0,0,0,0,0,0,0,11.53467,18.58133,6.304,15.85467,"839935","AR","3159500-0000 AR","4.02.00 rc1",5557,0,0,0,0,0,0,0,0,0,"NAN",0.2704666,-13.49187,0.08166666,0.2791333,-0.4072666,-0.02166666,0.004583333,-0.007666666,-0.7824667,"NAN",0.1330667,0.08686666,0.1606667,-0.4725333,-0.2683333,-0.5525333,-0.3543055,-0.7942666,-0.4622,"NAN",0.09373333,0.09846666,0.09746666,0.08093333,-0.5459333,-0.5788,-0.5427778,-0.6536,-0.7708,"NAN",0.1014,0.2306,0.05813333,0.009466667,-0.5383333,-0.1822667,-0.483611,-0.5394,-0.8407333,"NAN",0.07813333,0.06419999,0.06213333,0.1178,-0.6572,-0.6855333,-0.5934722,-0.6136,-0.6822,"NAN",0.2087333,0.04726667,0.08113333,0.03226667,-0.4011333,-0.4192666,-0.1545833,-0.3462667,-0.1347333,"NAN",0.06846666,0.07653333,0.06826667,0.1044667,-0.6211333,-0.6995333,-0.8043055,-0.6948667,-0.5408,"NAN",0.1587333,0.07953333,0.1276,0.0268,-0.3587333,-0.3144,-0.2405555,-0.3550667,-0.7940666,"NAN",0.07273333,0.08913333,0.0588,0.1798,-0.6506,-0.8188,-0.7483333,-0.7016666,-0.5158666,"NAN",0.1103333,0.05146666,0.1138,0.08013333,-0.2840666,-0.2273333,-0.3577777,-0.4333333,-0.1121333,"NAN",0.04906666,0.08659999,0.05793333,0.09559999,-0.6375333,-0.6602666,-0.5908333,-0.6815333,-0.4974666,"NAN",0.1797333,0.02146666,0.06413332,0.06139999,-0.4291333,-0.3908,-0.2275,-0.6037333,-0.6844666,"NAN",0.06146666,0.09246666,0.09746666,0.1018,-0.5619333,-0.8361332,-0.5263889,-0.6014,-0.5930666,"NAN",-0.0006666666,0.0088,-0.1208667,0.0818,0,0.03213333,0,-0.2010667,-0.3094667,"NAN",0.07513333,0.03493333,0.1019333,0.1391333,-0.2314,-0.8557332,-0.5741666,-0.5852,-0.6263999,"NAN",0.01966667,0.1290667,0.1393333,0.1153333,-0.4128,-1.059933,0.01805555,-0.3598,-0.007333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NAN",-187,-187.4867,-188.4333,-188,-188.5333,-187.7,-188.9286,-187.9,-187.9667
"2012-11-25 14:00:00",4581,"4.02.00","08000191","4.02.01",13.17731,13.17535,4.157068,0,"4.02.00",1.184904,"NAN","NAN","4.02.00",2.350111,6.313667,0,"4.02.01",93.26899,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","4.02.01",2.426462,"NAN","NAN","4.02.00",0,273.1067,269.9326,279.8412,471.5778,475.5654,479.9375,54.02832,53.88647,52.75012,2.774038,43438.06,0,43438.06,44270.77,8447.063,0.9787024,59.88626,39034,-16998,22036,56033,57001,4370,-5478,-1108,9848,120,120,120,-9.5,-8.8,-11.5,0,"0066237529","0051","19","calib:60hz,scale:kilo,decimal:0,dir:load,pf:none","3wye","800:5","120:120","4.02.01",0,855.4133,855.2534,49.588,0.8394666,11.77067,52.024,42.28133,-0.02,59.99546,84185.39,37.04,1289,0,0,0,0,0,0,0,10.08667,18.728,7.151999,16.628,"839935","AR","3159500-0000 AR","4.02.00 rc1",5572,0,0,0,0,0,0,0,0,0,"NAN",1.034733,-12.76927,0.0884,1.121133,-0.5573334,-0.1864,-0.1178461,-0.1988,-0.9500666,"NAN",0.5392666,0.3844,0.1834667,-0.3649333,-0.4388666,-0.71,-0.5488461,-1.027933,-0.6137333,"NAN",0.5068,0.3243333,0.1274667,0.5024,-0.6989999,-0.7453333,-0.7034615,-0.8037999,-0.9397333,"NAN",0.4733333,0.6788666,0.07533333,0.2217333,-0.7222666,-0.3855333,-0.6537692,-0.6944666,-0.9884,"NAN",0.4608,0.2776,0.09419999,0.5997999,-0.8209333,-0.8225333,-0.7713076,-0.7754666,-0.8749999,"NAN",0.8124666,0.2992,0.1066,0.3116,-0.5699999,-0.5794666,-0.3450769,-0.5305333,-0.2988667,"NAN",0.4343333,0.3102666,0.09779999,0.5459333,-0.7883333,-0.8612,-0.988923,-0.8486,-0.7133333,"NAN",0.6561999,0.3728666,0.1561333,0.2546667,-0.5236666,-0.4746,-0.4173846,-0.4987333,-0.9328666,"NAN",0.4324666,0.3581333,0.08966666,0.7746,-0.8335333,-0.9966666,-0.9143077,-0.8612,-0.6924666,"NAN",0.5137333,0.2704666,0.1357333,0.4356666,-0.4445333,-0.3723333,-0.5384615,-0.6100667,-0.2720667,"NAN",0.3362666,0.3416,0.0878,0.5496666,-0.7901999,-0.8283333,-0.7673076,-0.8509333,-0.6682,"NAN",0.7204666,0.1777333,0.08639999,0.3978,-0.5861332,-0.5096,-0.3688461,-0.7657333,-0.8396,"NAN",0.3911333,0.3469333,0.1251333,0.5651999,-0.7276666,-1.006467,-0.7106922,-0.7568,-0.7678666,"NAN",0.005666666,0.03686666,-0.1144,0.419,0,0.03033333,-0.0003846154,-0.2071333,-0.4653333,"NAN",0.4368,0.2518667,0.1306,0.6276,-0.4062,-1.038533,-0.7781538,-0.7582666,-0.8185999,"NAN",0.1123333,0.3268666,0.1396667,0.4007333,-0.4529333,-1.079533,0.01484615,-0.3996666,-0.05053333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NAN",-187.12,-187.5,-188.56,-188.0667,-188.38,-187.8,-187.7381,-187.9467,-188.0333
"2012-11-25 14:15:00",4582,"4.02.00","08000191","4.02.01",13.1709,13.16389,4.511695,0,"4.02.00",1.486221,"NAN","NAN","4.02.00",2.493222,5.247,0,"4.02.01",130.0846,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","4.02.01",3.722778,"NAN","NAN","4.02.00",0,273.4933,269.2346,280.7317,471.2905,475.439,480.8953,77.15014,77.38966,75.90655,3.338413,62411.69,0,62411.69,63414.85,11060.57,0.9843454,59.86267,39050,-16998,22051,56049,57017,4372,-5478,-1105,9851,120,120,120,-11.1,-7.9,-9.7,0,"0066237529","0051","19","calib:60hz,scale:kilo,decimal:0,dir:load,pf:none","3wye","800:5","120:120","4.02.01",0,865.0933,865.16,72.31733,0.8418667,1.189333,76.25066,62.09466,-0.03733333,59.99054,84200.89,52.54,1289,0,0,0,0,0,0,0,8.701333,18.484,8.199999,16.90533,"839935","AR","3159500-0000 AR","4.02.00 rc1",5587,0,0,0,0,0,0,1,0,0,"NAN",1.800533,-11.43867,0.0992,2.102067,-0.8233333,-0.4328666,-0.32675,-0.4857333,-1.2654,"NAN",1.027467,0.8213999,0.2108,-0.1614667,-0.7621999,-1.033467,-0.7838749,-1.463,-0.9149333,"NAN",1.0344,0.6241999,0.1845333,1.044667,-0.9945333,-1.046467,-0.9711249,-1.096067,-1.2694,"NAN",0.9376667,1.261133,0.1106667,0.5046666,-1.042,-0.7604666,-0.9261249,-0.9993333,-1.280667,"NAN",0.9374666,0.5902666,0.1565333,1.2146,-1.1326,-1.128467,-1.023125,-1.0768,-1.162867,"NAN",1.521067,0.6928666,0.158,0.6806666,-0.9021333,-0.8804666,-0.61525,-0.8652666,-0.6035333,"NAN",0.9362,0.6406666,0.1538666,1.093867,-1.095067,-1.1762,-1.256875,-1.146933,-1.045,"NAN",1.2936,0.7548667,0.2136666,0.5488666,-0.8299999,-0.7724,-0.673125,-0.792,-1.240267,"NAN",0.9098666,0.6916,0.148,1.482,-1.115133,-1.304667,-1.211875,-1.1776,-1.012533,"NAN",1.0262,0.5908666,0.1786667,0.8756666,-0.7485332,-0.6509333,-0.8112499,-0.9172667,-0.563,"NAN",0.7268,0.6935999,0.1448666,1.1498,-1.103733,-1.125733,-1.022875,-1.159733,-0.9863999,"NAN",1.393667,0.4157333,0.1326667,0.8087999,-0.8749999,-0.8382666,-0.58525,-1.1004,-1.126067,"NAN",0.832,0.7033333,0.1793333,1.1336,-1.0542,-1.323067,-0.980625,-1.0804,-1.103467,"NAN",0.009199999,0.0812,-0.09286666,0.8419999,0,0.03013333,-0.000625,-0.2300667,-0.7392666,"NAN",0.9206666,0.5818,0.1870666,1.2192,-0.7607999,-1.372133,-1.061875,-1.0802,-1.1706,"NAN",0.2364,0.568,0.1458667,0.7076666,-0.5216666,-1.1358,0.007999999,-0.4535333,-0.1182666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NAN",-187.4133,-187.7467,-188.7533,-188.0867,-188.5,-187.8333,-188.4412,-187.9533,-188.0333
